id,name
13019,Berrien1
13021,Bibb2
13023,Bleckley1
13025,Brantley1
13027,Brooks1
13029,Bryan1
13031,Bulloch1
13033,Burke1
13035,Butts1
13037,Calhoun4
13039,Camden1
13043,Candler1
13045,Carroll2
13047,Catoosa1
13049,Charlton1
13051,Chatham1
13053,Chattahoochee1
13055,Chattooga1
13057,Cherokee2
13059,Clarke2
13061,Clay4
13063,Clayton1
13065,Clinch1
13067,Cobb1
13069,Coffee2
13071,Colquitt1
13073,Columbia3
13075,Cook1
13077,Coweta1
13079,Crawford2
13081,Crisp1
13083,Dade2
13085,Dawson1
13087,Decatur1
13089,De Kalb2
13091,Dodge1
13093,Dooly1
13095,Dougherty1
13097,Douglas2
13099,Early1
13101,Echols1
13103,Effingham1
13105,Elbert2
13107,Emanuel1
13109,Evans1
13111,Fannin1
13113,Fayette2
13115,Floyd1
13117,Forsyth1
13119,Franklin4
13121,Fulton2
13123,Gilmer1
13125,Glascock1
13127,Glynn1
13129,Gordon1
13131,Grady1
13133,Greene3
13135,Gwinnett1
13137,Habersham1
13139,Hall1
13141,Hancock1
13143,Haralson1
13145,Harris1
13147,Hart1
13149,Heard1
13151,Henry2
13153,Houston2
13155,Irwin1
13157,Jackson5
13159,Jasper1
13161,Jeff Davis1
13163,Jefferson5
13165,Jenkins1
13167,Johnson2
13169,Jones1
13171,Lamar2
13173,Lanier1
13175,Laurens1
13177,Lee4
13179,Liberty2
13181,Lincoln3
13183,Long1
13185,Lowndes2
13187,Lumpkin1
13189,McDuffie1
13191,McIntosh1
13193,Macon2
13195,Madison4
13197,Marion4
13199,Meriwether1
13201,Miller2
13205,Mitchell1
13207,Monroe4
13209,Montgomery3
13211,Morgan3
13213,Murray1
13215,Muscogee1
13217,Newton2
13219,Oconee1
13221,Oglethorpe1
13223,Paulding1
13225,Peach1
13227,Pickens2
13229,Pierce1
13231,Pike3
13233,Polk3
13235,Pulaski2
13237,Putnam2
13239,Quitman1
13241,Rabun1
13243,Randolph3
13245,Richmond1
13247,Rockdale1
13249,Schley1
13251,Screven1
13253,Seminole2
13255,Spalding1
13257,Stephens1
13259,Stewart1
13261,Sumter3
13263,Talbot1
13265,Taliaferro1
13267,Tattnall1
13269,Taylor2
13271,Telfair1
13273,Terrell1
13275,Thomas1
13277,Tift1
13279,Toombs1
13281,Towns1
13283,Treutlen1
13285,Troup1
13287,Turner1
13289,Twiggs1
13291,Union3
13293,Upson1
13295,Walker2
13297,Walton2
13299,Ware1
13301,Warren1
13303,Washington5
13305,Wayne1
13307,Webster1
13309,Wheeler1
13311,White2
13313,Whitfield1
13315,Wilcox2
13317,Wilkes1
13319,Wilkinson1
13321,Worth1
15000,Hawaii1
15001,Hawaii2
15003,Honolulu1
15005,Kalawao1
15007,Kauai1
15009,Maui1
16000,Idaho1
16001,Ada1
16003,Adams2
16005,Bannock1
16007,Bear Lake1
16009,Benewah1
16011,Bingham1
16013,Blaine1
16015,Boise1
16017,Bonner1
16019,Bonneville1
16021,Boundary1
16023,Butte2
16025,Camas1
16027,Canyon1
16029,Caribou1
16031,Cassia1
16033,Clark2
16035,Clearwater1
16037,Custer2
16039,Elmore2
16041,Franklin5
16043,Fremont2
16045,Gem1
16047,Gooding1
16049,Idaho2
16051,Jefferson6
16053,Jerome1
16055,Kootenai1
16057,Latah1
16059,Lemhi1
16061,Lewis1
16063,Lincoln4
16065,Madison5
16067,Minidoka1
16069,Nez Perce1
16071,Oneida1
16073,Owyhee1
16075,Payette1
16077,Power1
16079,Shoshone1
16081,Teton1
16083,Twin Falls1
16085,Valley1
16087,Washington6
17000,Illinois1
17001,Adams3
17003,Alexander1
17005,Bond1
17007,Boone2
17009,Brown1
17011,Bureau1
17013,Calhoun5
17015,Carroll3
17017,Cass1
17019,Champaign1
17021,Christian1
17023,Clark3
17025,Clay5
17027,Clinton1
17029,Coles1
17031,Cook2
17033,Crawford3
17035,Cumberland1
17037,DeKalb1
17039,De Witt1
17041,Douglas3
17043,DuPage1
17045,Edgar1
17047,Edwards1
17049,Effingham2
17051,Fayette3
17053,Ford1
17055,Franklin6
17057,Fulton3
17059,Gallatin1
17061,Greene4
17063,Grundy1
17065,Hamilton2
17067,Hancock2
17069,Hardin1
17071,Henderson1
17073,Henry3
17075,Iroquois1
17077,Jackson6
17079,Jasper2
17081,Jefferson7
17083,Jersey1
17085,Jo Daviess1
17087,Johnson3
17089,Kane1
17091,Kankakee1
17093,Kendall1
17095,Knox1
17097,Lake4
17099,La Salle1
17101,Lawrence3
17103,Lee5
17105,Livingston1
17107,Logan3
17109,McDonough1
17111,McHenry1
17113,McLean1
17115,Macon3
17117,Macoupin1
17119,Madison6
17121,Marion5
17123,Marshall2
17125,Mason1
17127,Massac1
17129,Menard1
17131,Mercer1
17133,Monroe5
17135,Montgomery4
17137,Morgan4
17139,Moultrie1
17141,Ogle1
17143,Peoria1
17145,Perry3
17147,Piatt1
17149,Pike4
17151,Pope2
17153,Pulaski3
17155,Putnam3
17157,Randolph4
17159,Richland1
17161,Rock Island1
17163,St. Clair2
17165,Saline2
17167,Sangamon1
17169,Schuyler1
17171,Scott2
17173,Shelby2
17175,Stark1
17177,Stephenson1
17179,Tazewell1
17181,Union4
17183,Vermilion1
17185,Wabash1
17187,Warren2
17189,Washington7
17191,Wayne2
17193,White3
17195,Whiteside1
17197,Will1
17199,Williamson1
17201,Winnebago1
17203,Woodford1
18000,Indiana1
18001,Adams4
18003,Allen1
18005,Bartholomew1
18007,Benton2
18009,Blackford1
18011,Boone3
18013,Brown2
18015,Carroll4
18017,Cass2
18019,Clark4
18021,Clay6
18023,Clinton2
18025,Crawford4
18027,Daviess1
18029,Dearborn1
18031,Decatur2
18033,De Kalb3
18035,Delaware2
18037,Dubois1
18039,Elkhart1
18041,Fayette4
18043,Floyd2
18045,Fountain1
18047,Franklin7
18049,Fulton4
18051,Gibson1
18053,Grant2
18055,Greene5
18057,Hamilton3
18059,Hancock3
18061,Harrison1
18063,Hendricks1
18065,Henry4
18067,Howard2
18069,Huntington1
18071,Jackson7
18073,Jasper3
18075,Jay1
18077,Jefferson8
18079,Jennings1
18081,Johnson4
18083,Knox2
18085,Kosciusko1
18087,Lagrange1
18089,Lake5
18091,La Porte1
18093,Lawrence4
18095,Madison7
18097,Marion6
18099,Marshall3
18101,Martin2
18103,Miami1
18105,Monroe6
18107,Montgomery5
18109,Morgan5
18111,Newton3
18113,Noble1
18115,Ohio1
18117,Orange3
18119,Owen1
18121,Parke1
18123,Perry4
18125,Pike5
18127,Porter1
18129,Posey1
18131,Pulaski4
18133,Putnam4
18135,Randolph5
18137,Ripley1
18139,Rush1
18141,St. Joseph1
18143,Scott3
18145,Shelby3
18147,Spencer1
18149,Starke1
18151,Steuben1
18153,Sullivan1
18155,Switzerland1
18157,Tippecanoe1
18159,Tipton1
18161,Union5
18163,Vanderburgh1
18165,Vermillion1
18167,Vigo1
18169,Wabash2
18171,Warren3
18173,Warrick1
18175,Washington8
18177,Wayne3
18179,Wells1
18181,White4
18183,Whitley1
19000,Iowa1
19001,Adair1
19003,Adams5
19005,Allamakee1
19007,Appanoose1
19009,Audubon1
19011,Benton3
19013,Black Hawk1
19015,Boone4
19017,Bremer1
19019,Buchanan1
19021,Buena Vista1
19023,Butler2
19025,Calhoun6
19027,Carroll5
19029,Cass3
19031,Cedar1
19033,Cerro Gordo1
19035,Cherokee3
19037,Chickasaw1
19039,Clarke3
19041,Clay7
19043,Clayton2
19045,Clinton3
19047,Crawford5
19049,Dallas3
19051,Davis1
19053,Decatur3
19055,Delaware3
19057,Des Moines1
19059,Dickinson1
19061,Dubuque1
19063,Emmet1
19065,Fayette5
19067,Floyd3
19069,Franklin8
19071,Fremont3
19073,Greene6
19075,Grundy2
19077,Guthrie1
19079,Hamilton4
19081,Hancock4
19083,Hardin2
19085,Harrison2
19087,Henry5
19089,Howard3
19091,Humboldt2
19093,Ida1
19095,Iowa2
19097,Jackson8
19099,Jasper4
19101,Jefferson9
19103,Johnson5
19105,Jones2
19107,Keokuk1
19109,Kossuth1
19111,Lee6
19113,Linn1
19115,Louisa1
19117,Lucas1
19119,Lyon1
19121,Madison8
19123,Mahaska1
19125,Marion7
19127,Marshall4
19129,Mills1
19131,Mitchell2
19133,Monona1
19135,Monroe7
19137,Montgomery6
19139,Muscatine1
19141,O'Brien1
19143,Osceola2
19145,Page1
19147,Palo Alto1
19149,Plymouth1
19151,Pocahontas1
19153,Polk4
19155,Pottawattamie1
19157,Poweshiek1
19159,Ringgold1
19161,Sac1
19163,Scott4
19165,Shelby4
19167,Sioux1
19169,Story1
19171,Tama1
19173,Taylor3
19175,Union6
19177,Van Buren2
19179,Wapello1
19181,Warren4
19183,Washington9
19185,Wayne4
19187,Webster2
19189,Winnebago2
19191,Winneshiek1
19193,Woodbury1
19195,Worth2
19197,Wright1
20000,Kansas1
20001,Allen2
20003,Anderson1
20005,Atchison1
20007,Barber1
20009,Barton1
20011,Bourbon1
20013,Brown3
20015,Butler3
20017,Chase1
20019,Chautauqua1
20021,Cherokee4
20023,Cheyenne2
20025,Clark5
20027,Clay8
20029,Cloud1
20031,Coffey1
20033,Comanche1
20035,Cowley1
20037,Crawford6
20039,Decatur4
20041,Dickinson2
20043,Doniphan1
20045,Douglas4
20047,Edwards2
20049,Elk1
20051,Ellis1
20053,Ellsworth1
20055,Finney1
20057,Ford2
20059,Franklin9
20061,Geary1
20063,Gove1
20065,Graham2
20067,Grant3
20069,Gray1
20071,Greeley1
20073,Greenwood1
20075,Hamilton5
20077,Harper1
20079,Harvey1
20081,Haskell1
20083,Hodgeman1
20085,Jackson9
20087,Jefferson10
20089,Jewell1
20091,Johnson6
20093,Kearny1
20095,Kingman1
20097,Kiowa2
20099,Labette1
20101,Lane1
20103,Leavenworth1
20105,Lincoln5
20107,Linn2
20109,Logan4
20111,Lyon2
20113,McPherson1
20115,Marion8
20117,Marshall5
20119,Meade1
20121,Miami2
20123,Mitchell3
20125,Montgomery7
20127,Morris1
20129,Morton1
20131,Nemaha1
20133,Neosho1
20135,Ness1
20137,Norton1
20139,Osage1
20141,Osborne1
20143,Ottawa1
20145,Pawnee1
20147,Phillips3
20149,Pottawatomie1
20151,Pratt1
20153,Rawlins1
20155,Reno1
20157,Republic1
20159,Rice1
20161,Riley1
20163,Rooks1
20165,Rush2
20167,Russell2
20169,Saline3
20171,Scott5
20173,Sedgwick2
20175,Seward1
20177,Shawnee1
20179,Sheridan1
20181,Sherman1
20183,Smith1
20185,Stafford1
20187,Stanton1
20189,Stevens1
20191,Sumner1
20193,Thomas2
20195,Trego1
20197,Wabaunsee1
20199,Wallace1
20201,Washington10
20203,Wichita1
20205,Wilson1
20207,Woodson1
20209,Wyandotte1
21000,Kentucky1
21001,Adair2
21003,Allen3
21005,Anderson2
21007,Ballard1
21009,Barren1
21011,Bath1
21013,Bell1
21015,Boone5
21017,Bourbon2
21019,Boyd1
21021,Boyle1
21023,Bracken1
21025,Breathitt1
21027,Breckinridge1
21029,Bullitt1
21031,Butler4
21033,Caldwell1
21035,Calloway1
21037,Campbell1
21039,Carlisle1
21041,Carroll6
21043,Carter1
21045,Casey1
21047,Christian2
21049,Clark6
21051,Clay9
21053,Clinton4
21055,Crittenden2
21057,Cumberland2
21059,Daviess2
21061,Edmonson1
21063,Elliott1
21065,Estill1
21067,Fayette6
21069,Fleming1
21071,Floyd4
21073,Franklin10
21075,Fulton5
21077,Gallatin2
21079,Garrard1
21081,Grant4
21083,Graves1
21085,Grayson1
21087,Green1
21089,Greenup1
21091,Hancock5
21093,Hardin3
21095,Harlan1
21097,Harrison3
21099,Hart2
21101,Henderson2
21103,Henry6
21105,Hickman1
21107,Hopkins1
21109,Jackson10
21111,Jefferson11
21113,Jessamine1
21115,Johnson7
21117,Kenton1
21119,Knott1
21121,Knox3
21123,Larue1
21125,Laurel1
21127,Lawrence5
21129,Lee7
21131,Leslie1
21133,Letcher1
21135,Lewis2
21137,Lincoln6
21139,Livingston2
21141,Logan5
21143,Lyon3
21145,McCracken1
21147,McCreary1
21149,McLean2
21151,Madison9
21153,Magoffin1
21155,Marion9
21157,Marshall6
21159,Martin3
21161,Mason2
21163,Meade2
21165,Menifee1
21167,Mercer2
21169,Metcalfe1
21171,Monroe8
21173,Montgomery8
21175,Morgan6
21177,Muhlenberg1
21179,Nelson1
21181,Nicholas1
21183,Ohio2
21185,Oldham1
21187,Owen2
21189,Owsley1
21191,Pendleton1
21193,Perry5
21195,Pike6
21197,Powell1
21199,Pulaski5
21201,Robertson1
21203,Rockcastle1
21205,Rowan1
21207,Russell3
21209,Scott6
21211,Shelby5
21213,Simpson1
21215,Spencer2
21217,Taylor4
21219,Todd1
21221,Trigg1
21223,Trimble1
21225,Union7
21227,Warren5
21229,Washington11
21231,Wayne5
21233,Webster3
21235,Whitley2
21237,Wolfe1
21239,Woodford2
22000,Louisiana1
22001,Acadia1
22003,Allen4
22005,Ascension1
22007,Assumption1
22009,Avoyelles1
22011,Beauregard1
22013,Bienville1
22015,Bossier1
22017,Caddo1
22019,Calcasieu1
22021,Caldwell2
22023,Cameron1
22025,Catahoula1
22027,Claiborne1
22029,Concordia1
22031,De Soto2
22033,East Baton Rouge1
22035,East Carroll1
22037,East Feliciana1
22039,Evangeline1
22041,Franklin11
22043,Grant5
22045,Iberia1
22047,Iberville1
22049,Jackson11
22051,Jefferson12
22053,Jefferson Davis1
22055,Lafayette3
22057,Lafourche1
22059,La Salle2
22061,Lincoln7
22063,Livingston3
22065,Madison10
22067,Morehouse1
22069,Natchitoches1
22071,Orleans1
22073,Ouachita2
22075,Plaquemines1
22077,Pointe Coupee1
22079,Rapides1
22081,Red River1
22083,Richland2
22085,Sabine1
22087,St. Bernard1
22089,St. Charles1
22091,St. Helena1
22093,St. James1
22095,St. John the Baptist1
22097,St. Landry1
22099,St. Martin1
22101,St. Mary1
22103,St. Tammany1
22105,Tangipahoa1
22107,Tensas1
22109,Terrebonne1
22111,Union8
22113,Vermilion2
22115,Vernon1
22117,Washington12
22119,Webster4
22121,West Baton Rouge1
22123,West Carroll1
22125,West Feliciana1
22127,Winn1
23000,Maine1
23001,Androscoggin1
23003,Aroostook1
23005,Cumberland3
23007,Franklin12
23009,Hancock6
23011,Kennebec1
23013,Knox4
23015,Lincoln8
23017,Oxford1
23019,Penobscot1
23021,Piscataquis1
23023,Sagadahoc1
23025,Somerset1
23027,Waldo1
23029,Washington13
23031,York1
24000,Maryland1
24001,Allegany1
24003,Anne Arundel1
24005,Baltimore1
24009,Calvert1
24011,Caroline1
24013,Carroll7
24015,Cecil1
24017,Charles1
24019,Dorchester1
24021,Frederick1
24023,Garrett1
24025,Harford1
24027,Howard4
24029,Kent2
24031,Montgomery9
24033,Prince George's1
24035,Queen Anne's1
24037,St. Mary's1
24039,Somerset2
24041,Talbot2
24043,Washington14
24045,Wicomico1
24047,Worcester1
24510,Baltimore city1
25000,Massachusetts1
25001,Barnstable1
25003,Berkshire1
25005,Bristol1
25007,Dukes1
25009,Essex1
25011,Franklin13
25013,Hampden1
25015,Hampshire1
25017,Middlesex2
25019,Nantucket1
25021,Norfolk1
25023,Plymouth2
25025,Suffolk1
25027,Worcester2
26000,Michigan1
26001,Alcona1
26003,Alger1
26005,Allegan1
26007,Alpena1
26009,Antrim1
26011,Arenac1
26013,Baraga1
26015,Barry1
26017,Bay2
26019,Benzie1
26021,Berrien2
26023,Branch1
26025,Calhoun7
26027,Cass4
26029,Charlevoix1
26031,Cheboygan1
26033,Chippewa1
26035,Clare1
26037,Clinton5
26039,Crawford7
26041,Delta2
26043,Dickinson3
26045,Eaton1
26047,Emmet2
26049,Genesee1
26051,Gladwin1
26053,Gogebic1
26055,Grand Traverse1
26057,Gratiot1
26059,Hillsdale1
26061,Houghton1
26063,Huron1
26065,Ingham1
26067,Ionia1
26069,Iosco1
26071,Iron1
26073,Isabella1
26075,Jackson12
26077,Kalamazoo1
26079,Kalkaska1
26081,Kent3
26083,Keweenaw1
26085,Lake6
26087,Lapeer1
26089,Leelanau1
26091,Lenawee1
26093,Livingston4
26095,Luce1
26097,Mackinac1
26099,Macomb1
26101,Manistee1
26103,Marquette1
26105,Mason3
26107,Mecosta1
26109,Menominee1
26111,Midland1
26113,Missaukee1
26115,Monroe9
26117,Montcalm1
26119,Montmorency1
26121,Muskegon1
26123,Newaygo1
26125,Oakland1
26127,Oceana1
26129,Ogemaw1
26131,Ontonagon1
26133,Osceola3
26135,Oscoda1
26137,Otsego1
26139,Ottawa2
26141,Presque Isle1
26143,Roscommon1
26145,Saginaw1
26147,St. Clair3
26149,St. Joseph2
26151,Sanilac1
26153,Schoolcraft1
26155,Shiawassee1
26157,Tuscola1
26159,Van Buren3
26161,Washtenaw1
26163,Wayne6
26165,Wexford1
27000,Minnesota1
27001,Aitkin1
27003,Anoka1
27005,Becker1
27007,Beltrami1
27009,Benton4
27011,Big Stone1
27013,Blue Earth1
27015,Brown4
27017,Carlton1
27019,Carver1
27021,Cass5
27023,Chippewa2
27025,Chisago1
27027,Clay10
27029,Clearwater2
27031,Cook3
27033,Cottonwood1
27035,Crow Wing1
27037,Dakota1
27039,Dodge2
27041,Douglas5
27043,Faribault1
27045,Fillmore1
27047,Freeborn1
27049,Goodhue1
27051,Grant6
27053,Hennepin1
27055,Houston3
27057,Hubbard1
27059,Isanti1
27061,Itasca1
27063,Jackson13
27065,Kanabec1
27067,Kandiyohi1
27069,Kittson1
27071,Koochiching1
27073,Lac qui Parle1
27075,Lake7
27077,Lake of the Woods1
27079,Le Sueur1
27081,Lincoln9
27083,Lyon4
27085,McLeod1
27087,Mahnomen1
27089,Marshall7
27091,Martin4
27093,Meeker1
27095,Mille Lacs1
27097,Morrison1
27099,Mower1
27101,Murray2
27103,Nicollet1
27105,Nobles1
27107,Norman1
27109,Olmsted1
27111,Otter Tail1
27113,Pennington1
27115,Pine1
27117,Pipestone1
27119,Polk5
27121,Pope3
27123,Ramsey1
27125,Red Lake1
27127,Redwood1
27129,Renville1
27131,Rice2
27133,Rock1
27135,Roseau1
27137,St. Louis1
27139,Scott7
27141,Sherburne1
27143,Sibley1
27145,Stearns1
27147,Steele1
27149,Stevens2
27151,Swift1
27153,Todd2
27155,Traverse1
27157,Wabasha1
27159,Wadena1
27161,Waseca1
27163,Washington15
27165,Watonwan1
27167,Wilkin1
27169,Winona1
27171,Wright2
27173,Yellow Medicine1
28000,Mississippi2
28001,Adams6
28003,Alcorn1
28005,Amite1
28007,Attala1
28009,Benton5
28011,Bolivar1
28013,Calhoun8
28015,Carroll8
28017,Chickasaw2
28019,Choctaw2
28021,Claiborne2
28023,Clarke4
28025,Clay11
28027,Coahoma1
28029,Copiah1
28031,Covington2
28033,DeSoto1
28035,Forrest1
28037,Franklin14
28039,George1
28041,Greene7
28043,Grenada1
28045,Hancock7
28047,Harrison4
28049,Hinds1
28051,Holmes2
28053,Humphreys1
28055,Issaquena1
28057,Itawamba1
28059,Jackson14
28061,Jasper5
28063,Jefferson13
28065,Jefferson Davis2
28067,Jones3
28069,Kemper1
28071,Lafayette4
28073,Lamar3
28075,Lauderdale2
28077,Lawrence6
28079,Leake1
28081,Lee8
28083,Leflore1
28085,Lincoln10
28087,Lowndes3
28089,Madison11
28091,Marion10
28093,Marshall8
28095,Monroe10
28097,Montgomery10
28099,Neshoba1
28101,Newton4
28103,Noxubee1
28105,Oktibbeha1
28107,Panola1
28109,Pearl River1
28111,Perry6
28113,Pike7
28115,Pontotoc1
28117,Prentiss1
28119,Quitman2
28121,Rankin1
28123,Scott8
28125,Sharkey1
28127,Simpson2
28129,Smith2
28131,Stone2
28133,Sunflower1
28135,Tallahatchie1
28137,Tate1
28139,Tippah1
28141,Tishomingo1
28143,Tunica1
28145,Union9
28147,Walthall1
28149,Warren6
28151,Washington16
28153,Wayne7
28155,Webster5
28157,Wilkinson2
28159,Winston2
28161,Yalobusha1
28163,Yazoo1
29000,Missouri1
29001,Adair3
29003,Andrew1
29005,Atchison2
29007,Audrain1
29009,Barry2
29011,Barton2
29013,Bates1
29015,Benton6
29017,Bollinger1
29019,Boone6
29021,Buchanan2
29023,Butler5
29025,Caldwell3
29027,Callaway1
29029,Camden2
29031,Cape Girardeau1
29033,Carroll9
29035,Carter2
29037,Cass6
29039,Cedar2
